College,Program_Level,Corporate_Partners,Technology_Sectors,Tiers_of_Membership,Tier_Benefits,Fee_Info,Reference_Website
Princeton University,College,Qualcomm,"Wireless Communications, Telecommunication, Electronic Equipment Manufacturing, Semiconductors","Affiliate Membership, Leadership Membership","Affiliate NextG Annual Meeting NextG Documents on Research, Technology Trends, and Policy Student Recruitment Opportunities  Leadership All Affiliate Membership Benefits, PLUS: Seat on NextG Advisory Committee Annual NextG Technology Disruption CXO Roundtable NextG Policy Maker Convenings and Position Papers Leadership Role in Forging Industry-Government-Academia Partnerships with Princeton Targeted Research Support Option to Sponsor Student Awards On-site Visits of Faculty & Students",Fees not listed publically,https://nextg.princeton.edu/corporate-program/
Princeton University,College,Samsung Research,"Wireless Communications, Telecommunication, Electronic Equipment Manufacturing, Semiconductors","Affiliate Membership, Leadership Membership","Affiliate NextG Annual Meeting NextG Documents on Research, Technology Trends, and Policy Student Recruitment Opportunities  Leadership All Affiliate Membership Benefits, PLUS: Seat on NextG Advisory Committee Annual NextG Technology Disruption CXO Roundtable NextG Policy Maker Convenings and Position Papers Leadership Role in Forging Industry-Government-Academia Partnerships with Princeton Targeted Research Support Option to Sponsor Student Awards On-site Visits of Faculty & Students",Fees not listed publically,https://nextg.princeton.edu/corporate-program/
Princeton University,College,Verizon,"Wireless Communications, Telecommunication, Electronic Equipment Manufacturing, Semiconductors","Affiliate Membership, Leadership Membership","Affiliate NextG Annual Meeting NextG Documents on Research, Technology Trends, and Policy Student Recruitment Opportunities  Leadership All Affiliate Membership Benefits, PLUS: Seat on NextG Advisory Committee Annual NextG Technology Disruption CXO Roundtable NextG Policy Maker Convenings and Position Papers Leadership Role in Forging Industry-Government-Academia Partnerships with Princeton Targeted Research Support Option to Sponsor Student Awards On-site Visits of Faculty & Students",Fees not listed publically,https://nextg.princeton.edu/corporate-program/
Princeton University,College,Texas Instruments,"Wireless Communications, Telecommunication, Electronic Equipment Manufacturing, Semiconductors","Affiliate Membership, Leadership Membership","Affiliate NextG Annual Meeting NextG Documents on Research, Technology Trends, and Policy Student Recruitment Opportunities  Leadership All Affiliate Membership Benefits, PLUS: Seat on NextG Advisory Committee Annual NextG Technology Disruption CXO Roundtable NextG Policy Maker Convenings and Position Papers Leadership Role in Forging Industry-Government-Academia Partnerships with Princeton Targeted Research Support Option to Sponsor Student Awards On-site Visits of Faculty & Students",Fees not listed publically,https://nextg.princeton.edu/corporate-program/
Columbia University,College,Member companies not listed publically,"AI/ML, networking, biomedical, photonics, systems",Affiliate Programs,"Our partners gain access to faculty expertise, specialized resources for R&D, and outstanding talent. Through this program, we will establish connections between your company and every facet of Columbia Engineering, spanning fundamental & applied research, emerging talent, senior leadership, and community outreach. We are thrilled to provide this comprehensive suite of benefits to our Strategic Partners. Unlock World-Class Research Opportunities Engage in Insightful Events & Programming Access Exceptional Talent",Fees not listed publically,https://www.engineering.columbia.edu/info-for-partners
Purdue University,Department,AMD,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Applied Materials,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Aptiv,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Belden,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Boeing,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Cadence,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,BorgWarner,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Caterpillar,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Humana,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Intel,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,GM,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Keysight,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,John Deere,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Eli Lilly,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,Qualcomm,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Purdue University,Department,etc.,nan,"Gold Tier, Black Tier, Bronze Tier","Gold Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette, and virtual recruiting online platform     6 recruiting events     6 classroom visits     Unlimited Ideas to Innovation project proposals     2 presentations at ECE Stories of Success     Promotion of jobs and campus events via flyers, emails, social media, database, and class announcements spark design challenge Black Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayatte, and Spark Design Challenge     4 recruiting events     4 classroom visits     1 Ideas to Innovation project proposal     1 presentation at ECE Stories of Success     Consulting options     Promotion of jobs and campus events via flyers, emails, social media, and database stories of success lecture Bronze Tier     Full access to ECE Boilermaker Circuit career fairs in both Indianapolis and West Lafayette     2 recruiting events per academic year     2 classroom visits per academic year     Promotion of jobs and campus events via flyers and targeted student emails",Gold: $25000 Black: $15000 Bronze: $5000,https://engineering.purdue.edu/ECE/Partnerships
Cornell University,College,ASML,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,BAE Systems,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,Boeing,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,Booz Allen,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,Cummins,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,Lockhead Martin,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,MITRE,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
Cornell University,College,EdAssist,"Semiconductors, Aerospace & Defense, Power propulsion, Systems Engineering, Educational Technology",Coporate Partner,"There is no cost to the corporate partner to set up a partnership. It is simply a commitment to promote and encourage employees to further their education and to reach their educational goals. The Systems Engineering program will provide degree information and materials that you may share with your interested employees.     No minimum number of employees need to enroll.     Becoming a partner does not limit the employees to enroll with Systems Engineering only. It simply means that if any employee chooses to enroll in our program, they will receive the benefits included in the partnership agreement.",$0,https://www.engineering.cornell.edu/sys/distance-learning-meng-systems-engineering/corporate-partners/
"University of California, Los Angeles (UCLA)",College,Aerospace Corporation,"semiconductors, data/AI, networking, embedded/defense, digital payments, aerospace, research, consumer electronics","Gold, Silver, Bronze, Blue, Green","Blue and Green     Recognition on our digital display and department webpage at cs.ucla.edu     Info-session with current students     Space at the annual CS career fair     List open positions on internal UCLA CS job board Bronze     Includes Blue Level benefits along with:     Direct contact with CS undergraduate student groups through undergrad resume book, announcements in student newsletters, and promotional material in student clubhouse     Access to on-campus rooms for interviews, office hours, etc.     Complimentary career fair     Networking with CS undergraduate student groups to organize Info-Sessions, Tech-Talks, Hackathons, Competitions, and Company Tours per chairman’s discretion Silver     Includes Bronze Level benefits along with:     Customized assistance in contacting graduate students in the areas of interest to the member company; assistance to set up on-site interviews     Invitation to present one technical talk each year at the department-wide seminar series to highlight member company’s research and technology     Opportunity to host Tea Time     Complimentary parking for vehicles when recruiting at the UCLA Computer Science Department     Facilitating the interaction with faculty members in the areas of interest, including research collaborations, reference checking, summer internships, and consulting     Direct contact with CS undergraduate student groups in the form of: 1) a resume portfolio of CS undergraduate students; 2) member company logo listed on student group websites as a sponsor and in conjunction with any large events the member chooses to hold; 3) logo representation in the form of student group t-shirts; 4) product placement or logo representation in videos produced by CS undergraduates; 5) member company announcements included in student newsletters, which reach approximately 1,800 people; 6) member company promotional material in the student group clubhouse.     An invitation to attend the Computer Science Department’s Distinguished Lecture Series Gold     Includes Silver Level benefits along with:     Customized assistance in contacting graduate students in the areas of interest to the member company; assistance to set up on-site interviews     Close ties with a specified research laboratory or center with regular meetings and visits for exchanges of research problems and results     One industrial visitor within the specified laboratory/center in the Computer Science Department for a period of up to 12 months. The visitor is provided with office space and is given full access to our computer facilities, libraries, and research laboratories, and the visitor is entitled to attend all classes and lectures and to freely interact with our faculty and students     One representative on the department’s advisory board to provide valuable input and feedback to the department regarding its education and research directions     Participation in the undergraduate senior-year project program in which the member company can propose a year-long project for a team of 3-4 students to work on as their senior-year project under the supervision of a faculty advisor",Gold: $50000 Silver: $10000 Bronze: $5000 Blue: $2500 Green: $0,https://www.cs.ucla.edu/affiliate-memberships/
"University of California, Los Angeles (UCLA)",College,DRW,"semiconductors, data/AI, networking, embedded/defense, digital payments, aerospace, research, consumer electronics","Gold, Silver, Bronze, Blue, Green","Blue and Green     Recognition on our digital display and department webpage at cs.ucla.edu     Info-session with current students     Space at the annual CS career fair     List open positions on internal UCLA CS job board Bronze     Includes Blue Level benefits along with:     Direct contact with CS undergraduate student groups through undergrad resume book, announcements in student newsletters, and promotional material in student clubhouse     Access to on-campus rooms for interviews, office hours, etc.     Complimentary career fair     Networking with CS undergraduate student groups to organize Info-Sessions, Tech-Talks, Hackathons, Competitions, and Company Tours per chairman’s discretion Silver     Includes Bronze Level benefits along with:     Customized assistance in contacting graduate students in the areas of interest to the member company; assistance to set up on-site interviews     Invitation to present one technical talk each year at the department-wide seminar series to highlight member company’s research and technology     Opportunity to host Tea Time     Complimentary parking for vehicles when recruiting at the UCLA Computer Science Department     Facilitating the interaction with faculty members in the areas of interest, including research collaborations, reference checking, summer internships, and consulting     Direct contact with CS undergraduate student groups in the form of: 1) a resume portfolio of CS undergraduate students; 2) member company logo listed on student group websites as a sponsor and in conjunction with any large events the member chooses to hold; 3) logo representation in the form of student group t-shirts; 4) product placement or logo representation in videos produced by CS undergraduates; 5) member company announcements included in student newsletters, which reach approximately 1,800 people; 6) member company promotional material in the student group clubhouse.     An invitation to attend the Computer Science Department’s Distinguished Lecture Series Gold     Includes Silver Level benefits along with:     Customized assistance in contacting graduate students in the areas of interest to the member company; assistance to set up on-site interviews     Close ties with a specified research laboratory or center with regular meetings and visits for exchanges of research problems and results     One industrial visitor within the specified laboratory/center in the Computer Science Department for a period of up to 12 months. The visitor is provided with office space and is given full access to our computer facilities, libraries, and research laboratories, and the visitor is entitled to attend all classes and lectures and to freely interact with our faculty and students     One representative on the department’s advisory board to provide valuable input and feedback to the department regarding its education and research directions     Participation in the undergraduate senior-year project program in which the member company can propose a year-long project for a team of 3-4 students to work on as their senior-year project under the supervision of a faculty advisor",Gold: $50000 Silver: $10000 Bronze: $5000 Blue: $2500 Green: $0,https://www.cs.ucla.edu/affiliate-memberships/
